Symbol,Company Name,Industry,Market Cap
USCB,USCB Financial Holdings,Banks-Regional,235809420
USCT,TKB Critical Technologies 1,Blank Check / SPAC,288075000
USDP,USD Partners LP,"Oil, Gas & Consumable Fuels",171903915
USEG,U.S. Energy,"Oil, Gas & Consumable Fuels",88588758
USER,UserTesting,Software-Application,738612029
USFD,US Foods Holding,Food & Staples Retailing,7005580773
USIO,"Usio, Inc.",IT Services,61293362
USLM,United States Lime & Minerals,Construction Materials,601925591
USM,United States Cellular,Wireless Telecommunication Services,2515402230
USNA,USANA Health Sciences,Personal Products,1439107425
USPH,U.S. Physical Therapy,Health Care Providers & Services,1458934220
USWS,U.S. Well Services,Oil & Gas Equipment & Services,71936071
USX,U.S. Xpress Enterprises,Road & Rail,141135903
UTAA,UTA Acquisition,Blank Check / SPAC,285202875
UTHR,United Therapeutics,Biotechnology,10781281238
UTI,Universal Technical Institute,Diversified Consumer Services,239884927
UTL,Unitil,Multi-Utilities,977891000
UTMD,Utah Medical Products,Health Care Equipment & Supplies,308876367
UTME,UTime,Consumer Electronics,11822938
UTRS,Minerva Surgical,Health Information Services,67761302
UTSI,UTStarcom Holdings,Communications Equipment,31937024
UTZ,Utz Brands,Food Products,1174605436
UUU,Universal Security Instruments,"Electronic Equipment, Instruments & C...",8303043
UUUU,Energy Fuels,"Oil, Gas & Consumable Fuels",808313595
UVE,Universal Insurance Holdings,Insurance,408485880
UVSP,Univest Financial,Banks,769716531
UVV,Universal,Tobacco,1495579383
UWMC,UWM Holdings,Thrifts & Mortgage Finance,5971232764
UXIN,Uxin Limited,Internet & Direct Marketing Retail,178821439
V,Visa Inc.,IT Services,4.21515E+11
VABK,Virginia National Bankshares,Banks,166445906
VAC,Marriott Vacations Worldwide,"Hotels, Restaurants & Leisure",4985524713
VACC,Vaccitech,Biotechnology,171532572
VAL,Valaris,Oil & Gas Equipment & Services,3213797092
VALE,Vale S.A.,Metals & Mining,70009528306
VALN,Valneva SE,Biotechnology,1239464046
VALU,Value Line,Capital Markets,618222178
VAPO,Vapotherm,Health Care Equipment & Supplies,65346210
VAQC,Vector Acquisition II,Blank Check / SPAC,562379835
VATE,INNOVATE,Engineering & Construction,129413615
VAXX,Vaxxinity,Biotechnology,220491246
VBFC,Village Bank & Trust Financial,Banks,67903360
VBIV,VBI Vaccines,Biotechnology,208774943
VBLT,Vascular Biogenics,Biotechnology,113038703
VBNK,VersaBank,Banks-Regional,203064140
VBOC,Viscogliosi Brothers Acquisition,Blank Check / SPAC,95114062
VBTX,Veritex Holdings,Banks,1616188914
VC,Visteon,Auto Components,2933966048
VCEL,Vericel,Biotechnology,1216635766
VCKA,Vickers Vantage I,Blank Check / SPAC,235520000
VCNX,Vaccinex,Biotechnology,44370664
VCSA,Vacasa,Software-Application,1305090813
VCTR,Victory Capital Holdings,Capital Markets,1700450292
VCXA,10x Capital Venture Acquisition II,Blank Check / SPAC,270211613
VCXB,10x Capital Venture Acquisition III,Blank Check / SPAC,411529980
VCYT,Veracyte,Biotechnology,1507495787
VEC,Vectrus,Aerospace & Defense,419848158
VECO,Veeco Instruments,Semiconductors & Semiconductor Equipment,926473403
VECT,VectivBio Holding AG,Biotechnology,257262475
VEDU,Visionary Education Technology Holdings Group,Education & Training Services,57697500
VEEE,"Twin Vee PowerCats, Co.",Recreational Vehicles,19179997
VEEV,Veeva Systems,Health Care Technology,31605823415
VEL,Velocity Financial,Thrifts & Mortgage Finance,366269814
VELO,Velocity Acquisition,Blank Check / SPAC,281750009
VENA,Venus Acquisition,Blank Check / SPAC,61891489
VEON,VEON Ltd.,Wireless Telecommunication Services,1085913343
VERA,Vera Therapeutics,Biotechnology,359330368
VERB,Verb Technology Company,Software,55782403
VERI,Veritone,Software,236605424
VERO,Venus Concept,Medical Devices,30188329
VERU,Veru Inc.,Personal Products,896825406
VERV,Verve Therapeutics,Biotechnology,760577650
VERX,Vertex,Software-Application,1640302079
VERY,Vericity,Insurance,106207492
VET,Vermilion Energy,"Oil, Gas & Consumable Fuels",3208184058
VEV,Vicinity Motor,Auto Manufacturers,54868799
VFC,VF Corporation,"Textiles, Apparel & Luxury Goods",17143622620
VFF,Village Farms International,Food Products,240002767
VG,Vonage Holdings,Diversified Telecommunication Services,4895584750
VGFC,The Very Good Food Company,Packaged Foods,32198101
VGR,Vector Group,Tobacco,1631497087
VGZ,Vista Gold,Metals & Mining,73179223
VHAQ,Viveon Health Acquisition,Blank Check / SPAC,103157014
VHC,VirnetX Holding,Software,84054814
VHI,Valhi,Chemicals,1282649210
VHNA,Vahanna Tech Edge Acquisition I,Blank Check / SPAC,249124490
VIA,Via Renewables,Utilities-Regulated Electric,120592772
VIAO,VIA optronics AG,Electronic Components,45304734
VIAV,Viavi Solutions,Communications Equipment,2982307829
VICI,VICI Properties,Equity Real Estate Investment Trusts ...,29583419381
VICR,Vicor,Electrical Equipment,2342529792
VIEW,"View, Inc.",Building Products & Equipment,390225823
VIGL,Vigil Neuroscience,Biotechnology,66992311
VII,7GC & Co. Holdings,Blank Check / SPAC,282900000
VINC,Vincerx Pharma,Biotechnology,29480639
VINE,Fresh Vine Wine,Beverages-Wineries & Distilleries,24225165
VINO,Gaucho Group Holdings,Real Estate-Diversified,9739170
VINP,Vinci Partners Investments,Asset Management,608734398
VIOT,Viomi Technology Co.,Household Durables,120141150
VIPS,Vipshop Holdings,Internet & Direct Marketing Retail,6678884342
VIR,Vir Biotechnology,Biotechnology,3424567275
VIRC,Virco Manufacturing,Commercial Services & Supplies,62314740
VIRI,Virios Therapeutics,Biotechnology,32821736
VIRT,Virtu Financial,Capital Markets,4072386283
VIRX,Viracta Therapeutics,Biotechnology,137582061
VISL,Vislink Technologies,Communications Equipment,25950751
VIST,Vista Oil & Gas,"Oil, Gas & Consumable Fuels",645996736
VITL,Vital Farms,Farm Products,358567739
VIV,Telefonica Brasil,Telecom Services,15202032634
VIVE,Viveve Medical,Health Care Equipment & Supplies,6757780
VIVO,Meridian Bioscience,Health Care Equipment & Supplies,1346470497
VJET,Voxeljet AG,Machinery,24312413
VKTX,Viking Therapeutics,Biotechnology,218193822
VLAT,Valor Latitude Acquisition,Blank Check / SPAC,280312509
VLCN,Volcon,Auto Manufacturers,41369331
VLD,Velo3D,Computer Hardware,248209663
VLDR,Velodyne Lidar,Scientific & Technical Instruments,203340351
VLGEA,Village Super Market,Food & Staples Retailing,332275795
VLN,Valens Semiconductor,Semiconductors,338782047
VLNS,Valens Company,Drug Manufacturers-Specialty & Generic,48841112
VLO,Valero Energy,"Oil, Gas & Consumable Fuels",44066205648
VLON,Vallon Pharmaceuticals,Biotechnology,6517936
VLRS,Controladora Vuela Compania de Aviacion,Airlines,1179030519
VLTA,Volta,Specialty Retail,223513167
VLY,Valley National Bancorp,Banks,5361769981
VMAR,Vision Marine Technologies,Leisure Products,39885690
VMC,Vulcan Materials Company,Construction Materials,18933692407
VMCA,Valuence Merger I,Blank Check / SPAC,250250000
VMD,Viemed Healthcare,Health Care Providers & Services,211325277
VMEO,Vimeo,Software-Application,1035974271
VMGA,VMG Consumer Acquisition,Blank Check / SPAC,286924990
VMI,Valmont Industries,Construction & Engineering,4831294380
VMW,VMware,Software,48070012821
VNCE,Vince Holding,"Textiles, Apparel & Luxury Goods",93977868
VNDA,Vanda Pharmaceuticals,Biotechnology,632119743
VNET,21Vianet Group,IT Services,889624252
VNO,Vornado Realty Trust,Equity Real Estate Investment Trusts ...,6070908410
VNOM,Viper Energy Partners LP,"Oil, Gas & Consumable Fuels",4577554417
VNRX,VolitionRX,Health Care Equipment & Supplies,127747358
VNT,Vontier,"Electronic Equipment, Instruments & C...",3704771323
VNTR,Venator Materials,Chemicals,233070495
VOC,VOC Energy Trust,"Oil, Gas & Consumable Fuels",115770000
VOD,Vodafone Group,Wireless Telecommunication Services,43811651570
VOR,Vor Biopharma,Biotechnology,180848304
VORB,Virgin Orbit Holdings,Aerospace & Defense,1286092800
VOXX,VOXX International,Household Durables,220849290
VOYA,Voya Financial,Diversified Financial Services,6203044310
VPCB,VPC Impact Acquisition Holdings II,Blank Check / SPAC,313656120
VPG,Vishay Precision Group,"Electronic Equipment, Instruments & C...",384757980
VQS,VIQ Solutions,Software-Application,44523731
VRA,Vera Bradley,"Textiles, Apparel & Luxury Goods",137787358
VRAR,The Glimpse Group,Software-Infrastructure,52004904
VRAY,ViewRay,Health Care Equipment & Supplies,480018303
VRCA,Verrica Pharmaceuticals,Pharmaceuticals,59716447
VRDN,Viridian Therapeutics,Biotechnology,298823158
VRE,Veris Residential,REIT-Residential,1348424054
VREX,Varex Imaging,Health Care Equipment & Supplies,848933999
VRM,Vroom,Specialty Retail,173966927
VRME,VerifyMe,"Electronic Equipment, Instruments & C...",19474212
VRNA,Verona Pharma,Pharmaceuticals,259582412
VRNS,Varonis Systems,Software,3345172222
VRNT,Verint Systems,Software,2735815907
VRPX,Virpax Pharmaceuticals,Biotechnology,19446402
VRRM,Verra Mobility,IT Services,2419924986
VRSK,Verisk Analytics,Professional Services,27680221125
VRSN,VeriSign,IT Services,18711381962
VRT,Vertiv Holdings Co.,Electrical Equipment & Parts,3122727163
VRTS,Virtus Investment Partners,Capital Markets,1298458075
VRTV,Veritiv,Trading Companies & Distributors,1571476793
VRTX,Vertex Pharmaceuticals,Biotechnology,73483812770
VS,Versus Systems,Electronic Gaming & Multimedia,8416503
VSAC,Vision Sensing Acquisition,Blank Check / SPAC,131489454
VSAT,ViaSat,Communications Equipment,2095401465
VSCO,Victoria's Secret & Co.,Apparel Retail,2324547566
VSEC,VSE Corporation,Commercial Services & Supplies,469270584
VSH,Vishay Intertechnology,"Electronic Equipment, Instruments & C...",2716487930
VST,Vistra,Independent Power and Renewable Elect...,10083044330
VSTA,Vasta Platform,Education & Training Services,399609915
VSTM,Verastem,Biotechnology,210587919
VSTO,Vista Outdoor,Leisure Products,1604571514
VTAQ,Ventoux CCM Acquisition,Blank Check / SPAC,218212489
VTEX,VTEX,Software-Application,582638398
VTGN,VistaGen Therapeutics,Biotechnology,180211615
VTIQ,VectoIQ Acquisition II,Blank Check / SPAC,432765759
VTNR,Vertex Energy,"Oil, Gas & Consumable Fuels",805291706
VTOL,Bristow Group,Oil & Gas Equipment & Services,668292905
VTR,Ventas,Equity Real Estate Investment Trusts ...,21079967725
VTRS,Viatris,Pharmaceuticals,12984053753
VTRU,Vitru,Education & Training Services,495883837
VTSI,VirTra,Aerospace & Defense,54251636
VTVT,vTv Therapeutics,Biotechnology,55700079
VTYX,Ventyx Biosciences,Biotechnology,642747829
VUZI,Vuzix,Household Durables,426574909
VVI,Viad Corp,Commercial Services & Supplies,558622950
VVNT,Vivint Smart Home,Security & Protection Services,746117182
VVOS,Vivos Therapeutics,Medical Devices,28074762
VVPR,VivoPower International,Independent Power and Renewable Elect...,28346259
VVV,Valvoline,Chemicals,5222983145
VWE,Vintage Wine Estates,Beverages-Wineries & Distilleries,455264349
VXRT,Vaxart,Biotechnology,474172511
VYGG,Vy Global Growth,Blank Check / SPAC,710124990
VYGR,Voyager Therapeutics,Biotechnology,233813088
VYNE,VYNE Therapeutics,Biotechnology,25335161
VYNT,Vyant Bio,Biotechnology,24139083
VZ,Verizon Communications,Diversified Telecommunication Services,2.16869E+11
VZIO,VIZIO Holding,Household Durables,1300184959
VZLA,Vizsla Silver,Other Industrial Metals & Mining,157407710
W,Wayfair,Internet & Direct Marketing Retail,4260705234
WAB,Westinghouse Air Brake Technologies,Machinery,15178048467
WABC,Westamerica Bancorporation,Banks,1510948183
WAFD,Washington Federal,Thrifts & Mortgage Finance,1995150204
WAFU,Wah Fu Education Group,Diversified Consumer Services,11455403
WAL,Western Alliance Bancorporation,Banks,7771398637
WALD,Waldencast Acquisition,Blank Check / SPAC,425212470
WARR,Warrior Technologies Acquisition Company,Blank Check / SPAC,343275000
WASH,Washington Trust Bancorp,Banks,854163880
WAT,Waters,Life Sciences Tools & Services,20292671227
WATT,Energous,Electrical Equipment,74168127
WAVC,Waverley Capital Acquisition 1,Blank Check / SPAC,259724586
WAVD,WaveDancer,Information Technology Services,22615710
WAVE,Eco Wave Power Global AB (publ),Software,24472673
WAVS,Western Acquisition Ventures,Blank Check / SPAC,146624920
WB,Weibo,Interactive Media & Services,5739505140
WBA,Walgreens Boots Alliance,Food & Staples Retailing,33325752310
WBD,Warner Bros. Discovery,Entertainment,34582470655
WBEV,"Winc, Inc.",Beverages-Wineries & Distilleries,19555832
WBS,Webster Financial,Banks,7599484415
WBT,Welbilt,Machinery,3419138280
WBX,Wallbox,Electronic Components,1672960507
WCC,WESCO International,Trading Companies & Distributors,5367242742
WCN,Waste Connections,Commercial Services & Supplies,32227915669
WD,Walker & Dunlop,Thrifts & Mortgage Finance,3251066329
WDAY,Workday,Software,36156903416
WDC,Western Digital,"Technology Hardware, Storage & Periph...",13597754342
WDFC,WD-40 Company,Household Products,2729194380
WDH,Waterdrop,Insurance-Diversified,511296479
WDS,Woodside Energy Group,Oil & Gas E&P,39199569120
WE,WeWork,Real Estate Management & Development,3939619326
WEAV,Weave Communications,Software-Application,206475806
WEBR,Weber,"Furnishings, Fixtures & Appliances",2113637498
WEC,WEC Energy Group,Multi-Utilities,32357322710
WEJO,Wejo Group,Software-Infrastructure,117386088
WEL,Integrated Wellness Acquisition,Blank Check / SPAC,143318750
WELL,Welltower,Equity Real Estate Investment Trusts ...,37774675948
WEN,The Wendy's Company,"Hotels, Restaurants & Leisure",4147822074
WERN,Werner Enterprises,Road & Rail,2529447419
WES,Western Midstream Partners LP,"Oil, Gas & Consumable Fuels",9889749998
WETF,WisdomTree Investments,Capital Markets,751642495
WEX,WEX Inc.,IT Services,7125563872
WEYS,Weyco Group,Distributors,239536789
WF,Woori Financial Group,Banks,6781264880
WFC,Wells Fargo & Company,Banks,1.51311E+11
WFCF,Where Food Comes From,Software,64997222
WFG,West Fraser Timber Company,Paper & Forest Products,7091476969
WFRD,Weatherford International,Oil & Gas Equipment & Services,1512712043
WGO,Winnebago Industries,Automobiles,1559756381
WH,Wyndham Hotels & Resorts,"Hotels, Restaurants & Leisure",6193711550
WHD,Cactus,Energy Equipment & Services,2405977580
WHF,WhiteHorse Finance,Capital Markets,308435923
WHG,Westwood Holdings Group,Capital Markets,116232171
WHLM,Wilhelmina International,Commercial Services & Supplies,22950158
WHLR,Wheeler Real Estate Investment Trust,Equity Real Estate Investment Trusts ...,24988338
WHR,Whirlpool,Household Durables,8856936373
WILC,G. Willi-Food International,Food & Staples Retailing,217711900
WIMI,WiMi Hologram Cloud,Advertising Agencies,184688046
WINA,Winmark,Specialty Retail,691475112
WING,Wingstop,"Hotels, Restaurants & Leisure",2373413071
WINT,Windtree Therapeutics,Biotechnology,12541743
WINV,WinVest Acquisition,Blank Check / SPAC,142887480
WIRE,Encore Wire,Electrical Equipment,2014395447
WISA,Summit Wireless Technologies,Semiconductors & Semiconductor Equipment,10670147
WISH,ContextLogic,Internet & Direct Marketing Retail,1083949951
WIT,Wipro,IT Services,29574252543
WIX,Wix.com,IT Services,3919537383
WK,Workiva,Software,3428755934
WKEY,WISeKey International Holding AG,Software,34232363
WKHS,Workhorse Group,Auto Components,425131200
WKME,WalkMe,Software-Application,883936954
WKSP,Worksport,Auto Parts,32641920
WLDN,Willdan Group,Professional Services,345458496
WLFC,Willis Lease Finance,Trading Companies & Distributors,231107432
WLK,Westlake Chemical,Chemicals,12686605236
WLKP,Westlake Chemical Partners LP,Chemicals,872260712
WLL,Whiting Petroleum,"Oil, Gas & Consumable Fuels",2669619654
WLMS,Williams Industrial Services Group,Construction & Engineering,35590803
WLY,John Wiley & Sons,Publishing,2679359212
WLYB,John Wiley & Sons,Publishing,2679357686
WM,Waste Management,Commercial Services & Supplies,64626966437
WMB,The Williams Companies,"Oil, Gas & Consumable Fuels",38111535090
WMC,Western Asset Mortgage Capital,Mortgage Real Estate Investment Trust...,72114000
WMG,Warner Music Group,Entertainment,12649839610
WMK,Weis Markets,Food & Staples Retailing,2004737602
WMPN,William Penn Bancorporation,Thrifts & Mortgage Finance,173787260
WMS,Advanced Drainage Systems,Building Products,7801158130
WMT,Walmart,Food & Staples Retailing,3.36147E+11
WNC,Wabash National,Machinery,671256252
WNEB,Western New England Bancorp,Thrifts & Mortgage Finance,166518637
WNNR,Andretti Acquisition,Blank Check / SPAC,288362489
WNS,WNS (Holdings),IT Services,3735063277
WNW,Wunong Net Technology Company,Internet Retail,19698858
WOLF,Wolfspeed,Semiconductors,7803841010
WOOF,Petco Health And Wellness Company,Specialty Retail,4010481150
WOR,Worthington Industries,Metals & Mining,2129687644
WORX,SCWorx,Health Care Technology,7194582
WOW,WideOpenWest,Media,1643621616
WPC,WP Carey,Equity Real Estate Investment Trusts ...,16080990190
WPCA,Warburg Pincus Capital Corporation I-A,Blank Check / SPAC,347545756
WPCB,Warburg Pincus Capital Corporation I-B,Blank Check / SPAC,673591096
WPM,Wheaton Precious Metals,Metals & Mining,16736140253
WPP,WPP plc,Media,10994960357
WPRT,Westport Fuel Systems,Machinery,174608687
WQGA,World Quantum Growth Acquisition,Blank Check / SPAC,252898496
WRAC,Williams Rowland Acquisition,Blank Check / SPAC,287500000
WRAP,Wrap Technologies,"Electronic Equipment, Instruments & C...",75385352
WRB,W.R. Berkley,Insurance,18393786341
WRBY,Warby Parker,Medical Instruments & Supplies,1305752445
WRE,Washington Real Estate Investment Trust,Equity Real Estate Investment Trusts ...,1886648699
WRK,WestRock Company,Containers & Packaging,10227211241
WRLD,World Acceptance,Consumer Finance,732365911
WRN,Western Copper & Gold,Metals & Mining,215155551
WSBC,WesBanco,Banks,1943849335
WSBF,Waterstone Financial,Thrifts & Mortgage Finance,412618878
WSC,WillScot Mobile Mini Holdings,Construction & Engineering,7323198954
WSFS,WSFS Financial,Thrifts & Mortgage Finance,2647209185
